timestamp,vessel_count,vessel_avg_speed
2025-08-23 02:21:00,3874,3.060196
2025-08-23 02:24:00,3991,3.134954
2025-08-23 02:27:00,3798,2.951237
2025-08-23 02:30:00,3758,2.756573
2025-08-23 02:33:00,3597,2.766250
2025-08-23 02:36:00,3722,2.950860
2025-08-23 02:39:00,3752,2.844483
2025-08-23 02:42:00,3548,2.805834
2025-08-23 02:45:00,3993,2.930729
2025-08-23 02:48:00,3646,2.978799
2025-08-23 02:51:00,4055,3.082688
2025-08-23 02:54:00,3881,3.127622
2025-08-23 02:57:00,2725,3.160697
2025-08-23 03:00:00,5222,3.283684
2025-08-23 03:03:00,3964,3.057038
2025-08-23 03:06:00,3976,3.112726
2025-08-23 03:09:00,3901,3.147962
2025-08-23 03:12:00,3910,3.240281
2025-08-23 03:15:00,4398,3.286539
2025-08-23 03:18:00,4164,3.174952
2025-08-23 03:21:00,4219,3.266485
2025-08-23 03:24:00,4300,3.219465
2025-08-23 03:27:00,4151,3.127825
2025-08-23 03:30:00,4297,3.268885
2025-08-23 03:33:00,3878,3.186075
2025-08-23 03:36:00,4362,3.240234
2025-08-23 03:39:00,4238,3.285087
2025-08-23 03:42:00,4154,3.300409
2025-08-23 03:45:00,4033,3.277039
2025-08-23 03:48:00,4101,3.162741
2025-08-23 03:51:00,3993,3.197996
2025-08-23 03:54:00,4063,3.271056
2025-08-23 03:57:00,4208,3.393394
2025-08-23 04:00:00,4294,3.249581
2025-08-23 04:03:00,3968,3.183291
2025-08-23 04:06:00,4215,3.251317
2025-08-23 04:09:00,3977,3.271486
2025-08-23 04:12:00,3983,3.318077
2025-08-23 04:15:00,4828,3.334341
2025-08-23 04:18:00,3935,3.254994
2025-08-23 04:21:00,4611,3.317285
2025-08-23 04:24:00,4161,3.208195
2025-08-23 04:27:00,4210,3.280143
2025-08-23 04:30:00,4104,3.203679
2025-08-23 04:33:00,4292,3.243709
2025-08-23 04:36:00,4344,3.380387
2025-08-23 04:39:00,4212,3.285280
2025-08-23 04:42:00,3938,3.201270
2025-08-23 04:45:00,4355,3.267256
2025-08-23 04:48:00,4020,3.111791
2025-08-23 04:51:00,4171,2.973052
2025-08-23 04:54:00,4054,2.941268
2025-08-23 04:57:00,3920,2.708903
2025-08-23 05:00:00,4059,2.715620
2025-08-23 05:03:00,4021,2.977767
2025-08-23 05:06:00,3904,2.841624
2025-08-23 05:09:00,3841,2.938714
2025-08-23 05:12:00,4077,3.038803
2025-08-23 05:15:00,4204,3.100190
2025-08-23 05:18:00,3997,2.887065
2025-08-23 05:21:00,3976,3.070096
2025-08-23 05:24:00,4029,2.933110
2025-08-23 05:27:00,4060,2.911897
2025-08-23 05:30:00,4131,3.298354
2025-08-23 05:33:00,3940,3.380051
2025-08-23 05:36:00,4384,3.744183
2025-08-23 05:39:00,4324,3.802290
2025-08-23 05:42:00,4153,3.675102
2025-08-23 05:45:00,4584,3.846444
2025-08-23 05:48:00,4348,3.879393
2025-08-23 05:51:00,4421,3.837525
2025-08-23 05:54:00,4319,3.747511
2025-08-23 05:57:00,4828,3.846624
2025-08-23 06:00:00,4399,3.752626
2025-08-23 06:03:00,4833,3.809435
2025-08-23 06:06:00,4752,3.788742
2025-08-23 06:09:00,4428,3.912918
2025-08-23 06:12:00,4684,3.901110
2025-08-23 06:15:00,4715,3.823499
2025-08-23 06:18:00,4596,3.962554
2025-08-23 06:21:00,4756,3.975084
2025-08-23 06:24:00,4983,3.598154
2025-08-23 06:27:00,4685,3.632529
2025-08-23 06:30:00,4475,3.546927
2025-08-23 06:33:00,4210,3.326413
2025-08-23 06:36:00,4770,3.197338
2025-08-23 06:39:00,4749,3.304906
2025-08-23 06:42:00,4448,3.353080
2025-08-23 06:45:00,4520,3.483827
2025-08-23 06:48:00,4917,3.374029
2025-08-23 06:51:00,4626,3.339732
2025-08-23 06:54:00,4475,3.222011
2025-08-23 06:57:00,4725,3.159831
2025-08-23 07:00:00,4739,3.256024
2025-08-23 07:03:00,4821,3.204937
2025-08-23 07:06:00,4674,3.230103
2025-08-23 07:09:00,5171,3.075208
2025-08-23 07:12:00,4561,2.998093
2025-08-23 07:15:00,4395,3.114608
2025-08-23 07:18:00,4586,3.124466
2025-08-23 07:21:00,4561,2.995505
2025-08-23 07:24:00,4578,2.982831
2025-08-23 07:27:00,4587,2.979442
2025-08-23 07:30:00,4367,2.895329
2025-08-23 07:33:00,4633,2.670192
2025-08-23 07:36:00,4428,2.626784
