timestamp,traffic_level_mean
2025-08-21 07:48:00,0.772982
2025-08-21 07:51:00,0.777408
2025-08-21 07:54:00,0.777128
2025-08-21 07:57:00,0.778612
2025-08-21 08:00:00,0.773048
2025-08-21 08:03:00,0.779452
2025-08-21 08:06:00,0.781615
2025-08-21 08:09:00,0.782227
2025-08-21 08:12:00,0.780667
2025-08-21 08:15:00,0.779885
2025-08-21 08:18:00,0.783452
2025-08-21 08:21:00,0.783725
2025-08-21 08:24:00,0.782607
2025-08-21 08:27:00,0.778756
2025-08-21 08:30:00,0.776993
2025-08-21 08:33:00,0.780123
2025-08-21 08:36:00,0.785935
2025-08-21 08:39:00,0.784648
2025-08-21 08:42:00,0.784667
2025-08-21 08:45:00,0.784781
2025-08-21 08:48:00,0.785796
2025-08-21 08:51:00,0.782988
2025-08-21 08:54:00,0.784727
2025-08-21 08:57:00,0.788818
2025-08-21 09:00:00,0.791344
2025-08-21 09:03:00,0.791317
2025-08-21 09:06:00,0.794935
2025-08-21 09:09:00,0.790350
2025-08-21 09:12:00,0.784478
2025-08-21 09:15:00,0.783291
2025-08-21 09:18:00,0.783773
2025-08-21 09:21:00,0.781376
2025-08-21 09:24:00,0.782220
2025-08-21 09:27:00,0.779636
2025-08-21 09:30:00,0.778321
2025-08-21 09:33:00,0.784043
2025-08-21 09:36:00,0.780998
2025-08-21 09:39:00,0.782829
2025-08-21 09:42:00,0.781002
2025-08-21 09:45:00,0.779032
2025-08-21 09:48:00,0.782600
2025-08-21 09:51:00,0.780747
2025-08-21 09:54:00,0.776189
2025-08-21 09:57:00,0.774121
2025-08-21 10:00:00,0.777605
2025-08-21 10:03:00,0.784043
2025-08-21 10:06:00,0.790090
2025-08-21 10:09:00,0.786981
2025-08-21 10:12:00,0.784112
2025-08-21 10:15:00,0.782037
2025-08-21 10:18:00,0.782038
2025-08-21 10:21:00,0.783571
2025-08-21 10:24:00,0.784968
2025-08-21 10:27:00,0.784896
2025-08-21 10:30:00,0.783029
2025-08-21 10:33:00,0.785067
2025-08-21 10:36:00,0.780909
2025-08-21 10:39:00,0.779280
2025-08-21 10:42:00,0.782226
2025-08-21 10:45:00,0.777423
2025-08-21 10:48:00,0.777608
2025-08-21 10:51:00,0.782220
2025-08-21 10:54:00,0.776202
2025-08-21 10:57:00,0.774833
2025-08-21 11:00:00,0.776435
2025-08-21 11:03:00,0.777366
2025-08-21 11:06:00,0.779339
2025-08-21 11:09:00,0.775204
2025-08-21 11:12:00,0.778046
2025-08-21 11:15:00,0.781157
2025-08-21 11:18:00,0.783503
2025-08-21 11:21:00,0.775614
2025-08-21 11:24:00,0.770032
2025-08-21 11:27:00,0.769298
2025-08-21 11:30:00,0.770152
2025-08-21 11:33:00,0.765974
2025-08-21 11:36:00,0.768912
2025-08-21 11:39:00,0.775553
2025-08-21 11:42:00,0.775256
2025-08-21 11:45:00,0.771651
2025-08-21 11:48:00,0.769657
2025-08-21 11:51:00,0.768799
2025-08-21 11:54:00,0.771572
2025-08-21 11:57:00,0.775728
2025-08-21 12:00:00,0.776442
